station_code,raw_station_code,station_id,station_name,province,amphoe,utok_id,basin_id,basin_name,group_id,group_name,zero_gauge_msl,bank_level_relative_m,bank_level_msl,warning_level_msl,critical_level_msl,ground_level,qmax
X.5C,X.5C,507,บ้านท่าข้าม,สุราษฎร์ธานี,พุนพิน,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1225,แม่น้ำตาปี (ตอนล่าง) จ.สุราษฎร์ธานี,,2.259999990463257,,,,,
X.64,X.64,473,บ้านท่าแซะ,ชุมพร,ท่าแซะ,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,614,คลองท่าแซะ จ.ชุมพร,,17.1299991607666,17.13,16.63,17.13,,452.5
X.9,X.9,698,บ้านชะอวด,นครศรีธรรมราช,ชะอวด,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1260,คลองชะอวด จ.นครศรีธรรมราช,,1.2999999523162842,,,,,
X.10A,X.10A,638,สะพานเดชานุชิต,ปัตตานี,เมืองปัตตานี,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1229,แม่น้ำปัตตานี (ตอนล่าง) จ.ปัตตานี,,1.149999976158142,,,,,
X.119,X.119,513,บ้านมูโน๊ะ,นราธิวาส,สุไหงโก-ลก,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1196,แม่น้ำโก-ลก (ตอนล่าง) จ.นราธิวาส,,7.0,,,,,
X.119A,X.119A,514,บริเวณสะพานลันตู,นราธิวาส,สุไหงโก-ลก,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1196,แม่น้ำโก-ลก (ตอนล่าง) จ.นราธิวาส,,9.300000190734863,,,,,313.0
X.184,X.184,519,บ้านซากอ,นราธิวาส,ศรีสาคร,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1193,แม่น้ำสายบุรี (ตอนบน) จ.นราธิวาส,,31.399999618530273,31.4,30.9,31.4,,1638.0
X.199,X.199,597,บ้านท่าเรือ,นราธิวาส,รือเสาะ,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1193,แม่น้ำสายบุรี (ตอนบน) จ.นราธิวาส,,22.299999237060547,22.3,21.8,22.3,,
X.272A,X.272A,598,บ้านลาคอ,ปัตตานี,สายบุรี,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1194,แม่น้ำสายบุรี (ตอนล่าง) จ.ยะลา,,3.5999999046325684,,,,,
X.273,X.273,620,บ้านปายอยือนิ ,ยะลา,รามัน,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1194,แม่น้ำสายบุรี (ตอนล่าง) จ.ยะลา,,16.5,16.5,16.0,16.5,,
X.274,X.274,529,บ้านบูเก๊ะตา,นราธิวาส,แว้ง,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1195,แม่น้ำโก-ลก (ตอนบน) จ.นราธิวาส,,23.5,23.5,23.0,23.5,,254.0
X.275,X.275,599,บ้านบริดอ,ปัตตานี,เมืองปัตตานี,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1229,แม่น้ำปัตตานี (ตอนล่าง) จ.ปัตตานี,,2.0,,,,,
X.283,X.283,587,บ้านปรีกี ,ปัตตานี,ยะรัง,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1229,แม่น้ำปัตตานี (ตอนล่าง) จ.ปัตตานี,,10.0,,,,,
X.40A,X.40A,510,บ้านท่าสาป,ยะลา,เมืองยะลา,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1228,แม่น้ำปัตตานี (ตอนบน) จ.ยะลา,,16.5,16.5,16.0,16.5,,644.0
X.73,X.73,555,บ้านตันหยงมัส,นราธิวาส,ระแงะ,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1044,คลองตันหยงมัส จ.นราธิวาส,,14.899999618530273,14.9,14.4,14.9,,126.0
X.73A,X.73A,646,บ้านบองอ ,นราธิวาส,ระแงะ,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1044,คลองตันหยงมัส จ.นราธิวาส,,26.799999237060547,26.8,26.3,26.8,,
X.77,X.77,548,บ้านหัวสะพาน,ยะลา,บันนังสตา,8,24,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนล่าง,1228,แม่น้ำปัตตานี (ตอนบน) จ.ยะลา,,39.70000076293945,39.7,39.2,39.7,,644.0
E.98,E.98,566,บ้านเขื่องใน,อุบลราชธานี,เขื่องใน,4,5,ลุ่มน้ำมูล,1244,ลุ่มน้ำมูลตอนล่าง,107.0,11.800000190734863,118.8,118.3,118.8,107.0,2150.0
M.104,M.104,244,บ้านวังปลัด,บุรีรัมย์,คูเมือง,4,5,ลุ่มน้ำมูล,1241,ลุ่มน้ำมูลส่วนที่2,128.3000030517578,9.5,137.8,137.3,137.8,128.3000030517578,710.0
M.11B,M.11B,281,บ้านโพธิ์ตาก,อุบลราชธานี,พิบูลมังสาหาร,4,5,ลุ่มน้ำมูล,1244,ลุ่มน้ำมูลตอนล่าง,104.0,8.0,112.0,111.5,112.0,104.0,5180.0
M.145,M.145,274,บ้านวังตะเคียนทอง,นครราชสีมา,ปากช่อง,4,5,ลุ่มน้ำมูล,1239,ลำพระเพลิง,383.0,7.400000095367432,390.4,389.9,390.4,383.0,150.0
M.157,M.157,614,บ้านนิคม,ยโสธร,ป่าติ้ว,4,5,ลุ่มน้ำมูล,1238,ลำเซบาย,123.5,6.0,129.5,129.0,129.5,123.5,500.0
M.159,M.159,261,บ้านหลุมดิน,สุรินทร์,จอมพระ,4,5,ลุ่มน้ำมูล,1246,ลำชี - ห้วยเสนง,120.9000015258789,8.199999809265137,129.1,128.6,129.1,120.9000015258789,256.0
M.164,M.164,288,ตำบลในเมือง,นครราชสีมา,เมืองนครราชสีมา,4,5,ลุ่มน้ำมูล,1233,ลำตะคองตอนล่าง,174.10000610351562,3.5,177.6,177.1,177.6,174.10000610351562,32.0
M.170,M.170,263,บ้านคำสำราญ,อุบลราชธานี,เดชอุดม,4,5,ลุ่มน้ำมูล,1236,ลำโดมใหญ่,123.30000305175781,9.0,132.3,131.8,132.3,123.30000305175781,568.0
M.171,M.171,289,บ้านโนนสาวเอ้,นครราชสีมา,วังน้ำเขียว,4,5,ลุ่มน้ำมูล,1239,ลำพระเพลิง,272.20001220703125,4.800000190734863,277.0,276.5,277.0,272.20001220703125,587.0
M.173,M.173,290,บ้านโนนสะอาด,นครราชสีมา,โชคชัย,4,5,ลุ่มน้ำมูล,1240,ลุ่มน้ำมูลตอนบน,174.8000030517578,7.599999904632568,182.4,181.9,182.4,174.8000030517578,312.0
M.174,M.174,588,บ้านโนนสมบูรณ์,นครราชสีมา,เมืองยาง,4,5,ลุ่มน้ำมูล,1281,ลำสะแทด,134.1999969482422,6.5,140.7,140.2,140.7,134.1999969482422,339.0
M.176,M.176,266,บ้านโนนสีไคล,ศรีสะเกษ,กันทรารมย์,4,5,ลุ่มน้ำมูล,1244,ลุ่มน้ำมูลตอนล่าง,110.19999694824219,12.0,122.2,121.7,122.2,110.19999694824219,494.0
M.177,M.177,291,บ้านลาดบัวขาว,นครราชสีมา,สีคิ้ว,4,5,ลุ่มน้ำมูล,1233,ลำตะคองตอนล่าง,236.6999969482422,6.599999904632568,243.3,242.8,243.3,236.6999969482422,105.0
M.179A,M.179A,268,บ้านป่าก่อ,อุบลราชธานี,เขื่องใน,4,5,ลุ่มน้ำมูล,1244,ลุ่มน้ำมูลตอนล่าง,109.80000305175781,10.0,119.8,119.3,119.8,109.80000305175781,400.0
M.180,M.180,269,บ้านท่าเยี่ยม,นครราชสีมา,ปักธงชัย,4,5,ลุ่มน้ำมูล,1239,ลำพระเพลิง,219.1999969482422,5.5,224.7,224.2,224.7,219.1999969482422,50.0
M.182,M.182,292,บ้านสีถาน,ศรีสะเกษ,กันทรารมย์,4,5,ลุ่มน้ำมูล,1244,ลุ่มน้ำมูลตอนล่าง,106.5,10.600000381469727,117.1,116.6,117.1,106.5,1570.0
M.183B,M.183B,271,บ้านคลองหินลับ,นครราชสีมา,ปากช่อง,4,5,ลุ่มน้ำมูล,1245,ลำตะคองตอนบน,294.8999938964844,6.0,300.9,300.4,300.9,294.8999938964844,96.0
M.184,M.184,293,บ้านซึม,นครราชสีมา,พิมาย,4,5,ลุ่มน้ำมูล,1240,ลุ่มน้ำมูลตอนบน,150.0,5.300000190734863,155.3,154.8,155.3,150.0,126.0
M.185A,M.185A,272,บ้านหินโคนเก่า,บุรีรัมย์,ลำปลายมาศ,4,5,ลุ่มน้ำมูล,1241,ลุ่มน้ำมูลส่วนที่2,150.39999389648438,8.449999809265137,158.85,158.35,158.85,150.39999389648438,467.5
M.186,M.186,294,บ้านโนนคอย,นครราชสีมา,จักราช,4,5,ลุ่มน้ำมูล,1240,ลุ่มน้ำมูลตอนบน,158.3000030517578,4.599999904632568,162.9,162.4,162.9,158.3000030517578,110.0
M.187,M.187,273,ศูนย์วิจัยและพัฒนาประมงน้ำจืดสุรินทร์,สุรินทร์,เมืองสุรินทร์,4,5,ลุ่มน้ำมูล,1246,ลำชี - ห้วยเสนง,136.8000030517578,3.5999999046325684,140.4,139.9,140.4,136.8000030517578,53.0
M.188A,M.188A,295,บ้านบัว,นครราชสีมา,โนนสูง,4,5,ลุ่มน้ำมูล,1240,ลุ่มน้ำมูลตอนบน,157.6999969482422,4.900000095367432,162.6,162.1,162.6,157.6999969482422,70.0
M.190,M.190,296,บ้านเขวา,ศรีสะเกษ,อุทุมพรพิสัย,4,5,ลุ่มน้ำมูล,1243,ห้วยสำราญ,119.69999694824219,7.599999904632568,127.3,126.8,127.3,119.69999694824219,219.0
M.191,M.191,297,บ้านโคกกรวด,นครราชสีมา,เมืองนครราชสีมา,4,5,ลุ่มน้ำมูล,1233,ลำตะคองตอนล่าง,191.8000030517578,3.5,195.3,194.8,195.3,191.8000030517578,42.0
M.192,M.192,298,บ้านโนนค่า,นครราชสีมา,สูงเนิน,4,5,ลุ่มน้ำมูล,1233,ลำตะคองตอนล่าง,199.60000610351562,4.300000190734863,203.9,203.4,203.9,199.60000610351562,35.0
M.195,M.195,626,บ้านสัมฤทธิ์,นครราชสีมา,พิมาย,4,5,ลุ่มน้ำมูล,1240,ลุ่มน้ำมูลตอนบน,151.3000030517578,6.800000190734863,158.1,157.6,158.1,151.3000030517578,320.0
M.199,M.199,637,บ้านขนงพระเหนือ,นครราชสีมา,ปากช่อง,4,5,ลุ่มน้ำมูล,1245,ลำตะคองตอนบน,328.79998779296875,5.0,333.8,333.3,333.8,328.79998779296875,190.0
M.26A,M.26A,236,บ้านละลูน,บุรีรัมย์,กระสัง,4,5,ลุ่มน้ำมูล,1246,ลำชี - ห้วยเสนง,127.0999984741211,9.0,136.1,135.6,136.1,127.0999984741211,120.0
M.2A,M.2A,276,บ้านด่านกะตา,นครราชสีมา,เฉลิมพระเกียรติ,4,5,ลุ่มน้ำมูล,1240,ลุ่มน้ำมูลตอนบน,161.0,6.699999809265137,167.7,167.2,167.7,161.0,232.0
M.32,M.32,237,บ้านเชียงเพ็ง,ยโสธร,ป่าติ้ว,4,5,ลุ่มน้ำมูล,1238,ลำเซบาย,120.30000305175781,8.199999809265137,128.5,128.0,128.5,120.30000305175781,675.0
M.4,M.4,277,บ้านพงสวาย,สุรินทร์,ท่าตูม,4,5,ลุ่มน้ำมูล,1241,ลุ่มน้ำมูลส่วนที่2,117.0,8.199999809265137,125.2,124.7,125.2,117.0,1300.0
M.42,M.42,282,บ้านห้วยทับทัน,ศรีสะเกษ,ห้วยทับทัน,4,5,ลุ่มน้ำมูล,1242,ลุ่มน้ำมูลส่วนที่3 (ราษีไศล - หัวนา),118.9000015258789,8.300000190734863,127.2,126.7,127.2,118.9000015258789,151.0
M.43A,M.43A,283,บ้านท่ามะปรางค์,นครราชสีมา,ปากช่อง,4,5,ลุ่มน้ำมูล,1245,ลำตะคองตอนบน,371.70001220703125,3.5,375.2,374.7,375.2,371.70001220703125,112.0999984741211
M.5,M.5,235,บ้านเมืองคง,ศรีสะเกษ,ราษีไศล,4,5,ลุ่มน้ำมูล,1242,ลุ่มน้ำมูลส่วนที่3 (ราษีไศล - หัวนา),110.0,10.75,120.75,120.25,120.75,110.0,1675.0
M.66,M.66,239,บ้านวังชมภู,ศรีสะเกษ,กันทรลักษ์,4,5,ลุ่มน้ำมูล,1237,ห้วยขยุง,141.89999389648438,7.0,148.9,148.4,148.9,141.89999389648438,560.0
M.69,M.69,240,บ้านท่าบอแบง,อุบลราชธานี,ตระการพืชผล,4,5,ลุ่มน้ำมูล,1247,ลำเซบก,108.0,7.699999809265137,115.7,115.2,115.7,108.0,330.0
M.6A,M.6A,278,บ้านสตึก,บุรีรัมย์,สตึก,4,5,ลุ่มน้ำมูล,1241,ลุ่มน้ำมูลส่วนที่2,123.0,8.0,131.0,130.5,131.0,123.0,1240.0
M.7,M.7,279,สะพานเสรีประชาธิปไตย,อุบลราชธานี,วารินชำราบ,4,5,ลุ่มน้ำมูล,1244,ลุ่มน้ำมูลตอนล่าง,105.0,7.0,112.0,111.5,112.0,105.0,2300.0
M.89,M.89,286,สำนักเทคโนโลยีชีวภัณฑ์สัตว์,นครราชสีมา,ปากช่อง,4,5,ลุ่มน้ำมูล,1245,ลำตะคองตอนบน,290.8999938964844,6.5,297.4,296.9,297.4,290.8999938964844,125.0
M.9,M.9,280,ชุมชนสะพานขาว,ศรีสะเกษ,เมืองศรีสะเกษ,4,5,ลุ่มน้ำมูล,1242,ลุ่มน้ำมูลส่วนที่3 (ราษีไศล - หัวนา),109.0,9.0,118.0,117.5,118.0,109.0,200.0
M.95A,M.95A,242,บ้านดอนยาง,ร้อยเอ็ด,สุวรรณภูมิ,4,5,ลุ่มน้ำมูล,1242,ลุ่มน้ำมูลส่วนที่3 (ราษีไศล - หัวนา),115.80999755859375,7.300000190734863,123.11,122.61,123.11,115.80999755859375,140.3000030517578
Y.13A,Y.13A,64,บ้านหลวงเหนือ,ลำปาง,งาว,1,8,ลุ่มน้ำยม,1164,Y.13A-Y.30,268.29998779296875,2.799999952316284,271.1,270.6,271.1,268.29998779296875,156.0
Y.14B,Y.14B,142,บ้านป่างิ้ว,สุโขทัย,ศรีสัชนาลัย,2,8,ลุ่มน้ำยม,1289, Y.20-Y.1C-Y.37-Y14B (แม่น้ำยม จังหวัดแพร่-สุโขทัย),62.0099983215332,11.300000190734863,73.31,72.81,73.31,62.0099983215332,2293.5
Y.15,Y.15,89,บ้านกง,สุโขทัย,กงไกรลาศ,2,8,ลุ่มน้ำยม,1141,Y.15-Y.50-Y.16-Y.64-Y.51-Y.17-Y.52 (สุโขทัย-พิจิตร) ยมตอนล่าง,35.31999969482422,10.319999694824219,45.64,45.14,45.64,35.31999969482422,492.0
Y.16,Y.16,90,บางระกำ,พิษณุโลก,บางระกำ,2,8,ลุ่มน้ำยม,1141,Y.15-Y.50-Y.16-Y.64-Y.51-Y.17-Y.52 (สุโขทัย-พิจิตร) ยมตอนล่าง,31.6299991607666,7.300000190734863,38.93,38.43,38.93,31.6299991607666,230.0
Y.17,Y.17,91,สามง่าม,พิจิตร,สามง่าม,2,8,ลุ่มน้ำยม,1141,Y.15-Y.50-Y.16-Y.64-Y.51-Y.17-Y.52 (สุโขทัย-พิจิตร) ยมตอนล่าง,31.489999771118164,6.760000228881836,38.25,37.75,38.25,31.489999771118164,614.0
Y.1C,Y.1C,63,บ้านน้ำโค้ง,แพร่,เมืองแพร่,1,8,ลุ่มน้ำยม,783,Y.20 - Y.1C - Y.37,143.5,8.199999809265137,151.7,151.2,151.7,143.5,1042.0
Y.20,Y.20,65,บ้านห้วยสัก,แพร่,สอง,1,8,ลุ่มน้ำยม,783,Y.20 - Y.1C - Y.37,181.0,9.0,190.0,189.5,190.0,181.0,1104.0
Y.21,Y.21,92,ห้วยแม่สิน,สุโขทัย,ศรีสัชนาลัย,2,8,ลุ่มน้ำยม,1131,Y.37-Y.21-Y.14B-Y.6A-Y.3A-Y.33-Y.26-Y.4 (แม่น้ำยม แพร่ สุโขทัย),114.45999908447266,6.920000076293945,121.38,120.88,121.38,114.45999908447266,318.0
Y.24,Y.24,18,บ้านมาง,พะเยา,เชียงม่วน,1,8,ลุ่มน้ำยม,1163,Y.31-Y.24,257.7699890136719,6.0,263.77,263.27,263.77,257.7699890136719,329.3999938964844
Y.26,Y.26,143,ห้วยแม่มอก,ลำปาง,เถิน,2,8,ลุ่มน้ำยม,1131,Y.37-Y.21-Y.14B-Y.6A-Y.3A-Y.33-Y.26-Y.4 (แม่น้ำยม แพร่ สุโขทัย),100.37999725341797,5.880000114440918,106.26,105.76,106.26,100.37999725341797,290.0
Y.30,Y.30,19,บ้านโป่ง,ลำปาง,งาว,1,8,ลุ่มน้ำยม,1164,Y.13A-Y.30,265.6300048828125,4.300000190734863,269.93,269.43,269.93,265.6300048828125,156.9499969482422
Y.31,Y.31,66,บ้านทุ่งหนอง,พะเยา,เชียงม่วน,1,8,ลุ่มน้ำยม,1163,Y.31-Y.24,257.0,6.0,263.0,262.5,263.0,257.0,500.0
Y.33,Y.33,94,บ้านคลองตาล,สุโขทัย,ศรีสำโรง,2,8,ลุ่มน้ำยม,1131,Y.37-Y.21-Y.14B-Y.6A-Y.3A-Y.33-Y.26-Y.4 (แม่น้ำยม แพร่ สุโขทัย),45.81999969482422,11.170000076293945,56.99,56.49,56.99,45.81999969482422,690.0
Y.34,Y.34,67,บ้านแม่หล่าย,แพร่,เมืองแพร่,1,8,ลุ่มน้ำยม,1162,Y.34-Y.38,157.27000427246094,4.0,161.27,160.77,161.27,157.27000427246094,535.0
Y.36,Y.36,694,บ้านป่าคา,พะเยา,ปง,1,8,ลุ่มน้ำยม,1166,Y.36,298.5899963378906,4.599999904632568,303.19,302.69,303.19,298.5899963378906,184.6999969482422
Y.37,Y.37,68,บ้านวังชิ้น,แพร่,วังชิ้น,1,8,ลุ่มน้ำยม,783,Y.20 - Y.1C - Y.37,92.27999877929688,11.0,103.28,102.78,103.28,92.27999877929688,1325.5999755859375
Y.38,Y.38,69,บ้านแม่คำมีตำหนักธรรม,แพร่,หนองม่วงไข่,1,8,ลุ่มน้ำยม,1162,Y.34-Y.38,170.10000610351562,4.699999809265137,174.8,174.3,174.8,170.10000610351562,325.0
Y.3A,Y.3A,139,บ้านวังขอนไม้,สุโขทัย,สวรรคโลก,2,8,ลุ่มน้ำยม,1131,Y.37-Y.21-Y.14B-Y.6A-Y.3A-Y.33-Y.26-Y.4 (แม่น้ำยม แพร่ สุโขทัย),51.0,11.0,62.0,61.5,62.0,51.0,1130.0
Y.4,Y.4,140,ต.ธานี,สุโขทัย,เมืองสุโขทัย,2,8,ลุ่มน้ำยม,1131,Y.37-Y.21-Y.14B-Y.6A-Y.3A-Y.33-Y.26-Y.4 (แม่น้ำยม แพร่ สุโขทัย),43.439998626708984,8.149999618530273,51.59,51.09,51.59,43.439998626708984,510.0
Y.5,Y.5,141,หน้าอำเภอโพทะเล,พิจิตร,โพทะเล,2,8,ลุ่มน้ำยม,1142,Y.51-Y.17-Y.52-Y.5 (แม่น้ำยม ตอนล่าง),22.049999237060547,8.100000381469727,30.15,29.65,30.15,22.049999237060547,
Y.50,Y.50,639,บ้านท่านางงาม,พิษณุโลก,บางระกำ,2,8,ลุ่มน้ำยม,1141,Y.15-Y.50-Y.16-Y.64-Y.51-Y.17-Y.52 (สุโขทัย-พิจิตร) ยมตอนล่าง,34.65999984741211,6.099999904632568,40.76,40.26,40.76,34.65999984741211,280.0
Y.51,Y.51,640,สะพานวังอีทก,พิษณุโลก,บางระกำ,2,8,ลุ่มน้ำยม,1141,Y.15-Y.50-Y.16-Y.64-Y.51-Y.17-Y.52 (สุโขทัย-พิจิตร) ยมตอนล่าง,29.030000686645508,13.6899995803833,42.72,42.22,42.72,29.030000686645508,
Y.52,Y.52,641,บ้านวังจิก,พิจิตร,โพธิ์ประทับช้าง,2,8,ลุ่มน้ำยม,1141,Y.15-Y.50-Y.16-Y.64-Y.51-Y.17-Y.52 (สุโขทัย-พิจิตร) ยมตอนล่าง,27.09000015258789,6.909999847412109,34.0,33.5,34.0,27.09000015258789,297.0
Y.64,Y.64,96,บางระกำ,พิษณุโลก,บางระกำ,2,8,ลุ่มน้ำยม,1141,Y.15-Y.50-Y.16-Y.64-Y.51-Y.17-Y.52 (สุโขทัย-พิจิตร) ยมตอนล่าง,32.5099983215332,6.400000095367432,38.91,38.41,38.91,32.5099983215332,352.0
Y.6A,Y.6A,642,บ้านป่ากล้วย,สุโขทัย,ศรีสัชนาลัย,2,8,ลุ่มน้ำยม,1131,Y.37-Y.21-Y.14B-Y.6A-Y.3A-Y.33-Y.26-Y.4 (แม่น้ำยม แพร่ สุโขทัย),56.619998931884766,11.539999961853027,68.16,67.66,68.16,56.619998931884766,2200.0
W.10B,W.10B,634,บ้านแลง,ลำปาง,เมืองลำปาง,1,7,ลุ่มน้ำวัง,715,"W.10B,W.1C,W3A",257.29998779296875,6.599999904632568,263.9,263.4,263.9,257.29998779296875,436.0
W.1C,W.1C,59,สะพานเสตุวารี,ลำปาง,เมืองลำปาง,1,7,ลุ่มน้ำวัง,715,"W.10B,W.1C,W3A",229.3000030517578,5.199999809265137,234.5,234.0,234.5,229.3000030517578,487.0
W.23,W.23,86,บ้านแม่เชียงราย,ตาก,สามเงา,2,7,ลุ่มน้ำวัง,1059,W.3A - W.23 - W.24 - W.4A,141.2899932861328,6.300000190734863,147.59,147.09,147.59,141.2899932861328,475.0
W.24,W.24,87,บ้านท่าไผ่,ตาก,สามเงา,2,7,ลุ่มน้ำวัง,1059,W.3A - W.23 - W.24 - W.4A,135.42999267578125,8.5,143.93,143.43,143.93,135.42999267578125,463.0
W.3A,W.3A,7,บ้านดอนชัย,ลำปาง,เถิน,1,7,ลุ่มน้ำวัง,715,"W.10B,W.1C,W3A",161.0,4.800000190734863,165.8,165.3,165.8,161.0,850.0
W.4A,W.4A,85,บ้านวังหมัน,ตาก,สามเงา,2,7,ลุ่มน้ำวัง,1059,W.3A - W.23 - W.24 - W.4A,130.0,7.0,137.0,136.5,137.0,130.0,530.0
CT.19,Ct.19,343,บ้านดอนใหญ่,อุทัยธานี,เมืองอุทัยธานี,5,11,ลุ่มน้ำสะแกกรัง,1279,แม่น้ำสะแกกรัง,,24.520000457763672,24.52,24.02,24.52,,637.0
CT.2A,Ct.2A,337,บ้านหาดทนง,อุทัยธานี,เมืองอุทัยธานี,5,11,ลุ่มน้ำสะแกกรัง,1279,แม่น้ำสะแกกรัง,,21.34000015258789,21.34,20.84,21.34,,616.0
CT.4,Ct.4,338,บ้านศาลเจ้าไก่ต่อ,นครสวรรค์,ลาดยาว,5,11,ลุ่มน้ำสะแกกรัง,1263,1.น้ำแม่วงก์,,71.66999816894531,71.67,71.17,71.67,,197.0
CT.5A,Ct.5A,339,บ้านปางมะค่า,กำแพงเพชร,ขาณุวรลักษบุรี,5,11,ลุ่มน้ำสะแกกรัง,1263,1.น้ำแม่วงก์,,107.22000122070312,107.22,106.72,107.22,,232.0
CT.8,Ct.8,341,บ้านโคกหม้อ,อุทัยธานี,ทัพทัน,5,11,ลุ่มน้ำสะแกกรัง,1279,แม่น้ำสะแกกรัง,,33.5,33.5,33.0,33.5,,280.0
CT.8A,Ct.8A,710,บ้านโคกหม้อ,อุทัยธานี,ทัพทัน,5,11,ลุ่มน้ำสะแกกรัง,1279,แม่น้ำสะแกกรัง,,34.0,34.0,33.5,34.0,,392.0
CT.9,Ct.9,342,บ้านบุ่งอ้ายเจี้ยม,อุทัยธานี,ลานสัก,5,11,ลุ่มน้ำสะแกกรัง,1279,แม่น้ำสะแกกรัง,,127.91999816894531,127.92,127.42,127.92,,280.0
C.12,C.12,299,กรมชลประทานสามเสน,กรุงเทพมหานคร,เขต ดุสิต,5,10,ลุ่มน้ำเจ้าพระยา,1072,3.เจ้าพระยาตอนล่าง,,2.259999990463257,,,,,
C.13,C.13,319,ท้ายเขื่อนเจ้าพระยา,ชัยนาท,สรรพยา,5,10,ลุ่มน้ำเจ้าพระยา,1272,1.เจ้าพระยาสายหลัก,,16.34000015258789,16.34,15.84,16.34,,2720.0
C.2,C.2,315,ค่ายจิรประวัติ,นครสวรรค์,เมืองนครสวรรค์,5,10,ลุ่มน้ำเจ้าพระยา,1030,2.เจ้าพระยาตอนบน,,25.700000762939453,25.7,25.2,25.7,,3735.0
C.22A,C.22A,320,กรมชลประทานปากเกร็ด,นนทบุรี,ปากเกร็ด,5,10,ลุ่มน้ำเจ้าพระยา,1072,3.เจ้าพระยาตอนล่าง,,2.9000000953674316,,,,,
C.29B,C.29B,323,วัดกร่าง,ปทุมธานี,สามโคก,5,10,ลุ่มน้ำเจ้าพระยา,1072,3.เจ้าพระยาตอนล่าง,,3.0,,,,,3600.0
C.3,C.3,316,บ้านบางพุทรา,สิงห์บุรี,เมืองสิงห์บุรี,5,10,ลุ่มน้ำเจ้าพระยา,1272,1.เจ้าพระยาสายหลัก,,13.199999809265137,13.2,12.7,13.2,,2997.0
C.35,C.35,325,บ้านป้อม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,5,10,ลุ่มน้ำเจ้าพระยา,1272,1.เจ้าพระยาสายหลัก,,4.349999904632568,,,,,1159.0
C.36,C.36,326,บ้านบางหลวงโดด,พระนครศรีอยุธยา,บางบาล,5,10,ลุ่มน้ำเจ้าพระยา,737,4.เจ้าพระยาตอนล่าง (คลองบางหลวง),,4.300000190734863,,,,,441.0
C.37,C.37,327,บ้านบางบาล,พระนครศรีอยุธยา,บางบาล,5,10,ลุ่มน้ำเจ้าพระยา,1248,5.เจ้าพระยาตอนล่าง (คลองบางบาล),,4.139999866485596,,,,,97.0
C.38,C.38,659,โรงเรียนคณะราษฎร์บำรุง,ปทุมธานี,เมืองปทุมธานี,5,10,ลุ่มน้ำเจ้าพระยา,1072,3.เจ้าพระยาตอนล่าง,,3.450000047683716,,,,,
C.44,C.44,300,บ้านอินทร์บุรี,สิงห์บุรี,อินทร์บุรี,5,10,ลุ่มน้ำเจ้าพระยา,1272,1.เจ้าพระยาสายหลัก,,15.300000190734863,15.3,14.8,15.3,,
C.45,C.45,301,บ้านบางน้ำเชี่ยว,สิงห์บุรี,พรหมบุรี,5,10,ลุ่มน้ำเจ้าพระยา,1272,1.เจ้าพระยาสายหลัก,,11.899999618530273,11.9,11.4,11.9,,
C.46,C.46,705,บ้านไยโย,อ่างทอง,ไชโย,5,10,ลุ่มน้ำเจ้าพระยา,1272,1.เจ้าพระยาสายหลัก,,10.199999809265137,10.2,9.7,10.2,,
C.47,C.47,302,บ้านป่าโมก,อ่างทอง,ป่าโมก,5,10,ลุ่มน้ำเจ้าพระยา,1272,1.เจ้าพระยาสายหลัก,,7.800000190734863,,,,,
C.66,C.66,704,สะพานโคกจันทน์,ชัยนาท,สรรพยา,5,10,ลุ่มน้ำเจ้าพระยา,1272,1.เจ้าพระยาสายหลัก,,15.180000305175781,15.18,14.68,15.18,,
C.67,C.67,624,สะพานหัวเวียง,พระนครศรีอยุธยา,เสนา,5,10,ลุ่มน้ำเจ้าพระยา,738,8.แม่น้ำน้อย,,2.75,,,,,
C.68,C.68,625,ตลาดเสนา,พระนครศรีอยุธยา,เสนา,5,10,ลุ่มน้ำเจ้าพระยา,738,8.แม่น้ำน้อย,,3.200000047683716,,,,,
