station_code,raw_station_code,station_id,station_name,province,amphoe,utok_id,basin_id,basin_name,group_id,group_name,zero_gauge_msl,bank_level_relative_m,bank_level_msl,warning_level_msl,critical_level_msl,ground_level,qmax
N.81,N.81,155,บ้านแก่งบัวคำ,พิษณุโลก,ชาติตระการ,2,9,ลุ่มน้ำน่าน,1283,N.27A-N.36-N.55-N.81-N.22A-N.5A-N.24A-N.90-N.43A,160.25999450683594,6.820000171661377,167.08,166.58,167.08,160.25999450683594,602.0
N.84,N.84,123,ต.น้ำปาด,อุตรดิตถ์,น้ำปาด,2,9,ลุ่มน้ำน่าน,1147,N.39 - N.84 (ลำน้ำปาด),136.1999969482422,5.300000190734863,141.5,141.0,141.5,136.1999969482422,285.0
N.89,N.89,643,ต.หาดงิ้ว,อุตรดิตถ์,เมืองอุตรดิตถ์,2,9,ลุ่มน้ำน่าน,1167,N.89 (คลองสอง),68.62000274658203,5.869999885559082,74.49,73.99,74.49,68.62000274658203,
N.8B,N.8B,654,บางมูลนาก,พิจิตร,บางมูลนาก,2,9,ลุ่มน้ำน่าน,1143,N.12A-N.2B-N.60-N.27A-N.5A-N.7A-N.8B-N.67   (แม่น้ำน่าน),15.140000343322754,15.449999809265137,30.59,30.09,30.59,15.140000343322754,1228.0
N.90,N.90,103,น้ำเข็ก,พิษณุโลก,วังทอง,2,9,ลุ่มน้ำน่าน,1283,N.27A-N.36-N.55-N.81-N.22A-N.5A-N.24A-N.90-N.43A,39.709999084472656,8.75,48.46,47.96,48.46,39.709999084472656,192.4199981689453
KGT.1,Kgt.1,612,สะพานณรงค์ดำริ,ปราจีนบุรี,เมืองปราจีนบุรี,6,16,ลุ่มน้ำบางปะกง,718,ปราจีนบุรี,0.0,4.130000114440918,4.13,3.63,4.13,0.0,698.0
KGT.10,Kgt.10,385,บ้านเนินผาสุก,สระแก้ว,เมืองสระแก้ว,6,16,ลุ่มน้ำบางปะกง,683,คลองพระสทึง,24.0,11.0,35.0,34.5,35.0,24.0,300.0
KGT.12A,Kgt.12A,386,บ้านแก้ง,สระแก้ว,เมืองสระแก้ว,6,16,ลุ่มน้ำบางปะกง,1158,คลองพระปรง,12.430000305175781,8.569999694824219,21.0,20.5,21.0,12.430000305175781,116.0
KGT.13A,Kgt.13A,363,บ้านโนนสุขภูมิ,ปราจีนบุรี,กบินทร์บุรี,6,16,ลุ่มน้ำบางปะกง,1158,คลองพระปรง,0.0,16.170000076293945,16.17,15.67,16.17,0.0,341.79998779296875
KGT.14A,Kgt.14A,387,บ้านทุ่งแฝก,ปราจีนบุรี,นาดี,6,16,ลุ่มน้ำบางปะกง,685,แควหนุมาน,34.34000015258789,5.070000171661377,39.41,38.91,39.41,34.34000015258789,114.4000015258789
KGT.15B,Kgt.15B,388,บ้านแก่งดินสอ,ปราจีนบุรี,นาดี,6,16,ลุ่มน้ำบางปะกง,685,แควหนุมาน,12.369999885559082,7.840000152587891,20.21,19.71,20.21,12.369999885559082,188.6999969482422
KGT.19A,Kgt.19A,365,บ้านท่าบุญมี,ชลบุรี,เกาะจันทร์,6,16,ลุ่มน้ำบางปะกง,688,คลองหลวง,13.569999694824219,4.800000190734863,18.37,17.87,18.37,13.569999694824219,83.94999694824219
KGT.3,Kgt.3,362,สะพานต้นน้ำบางปะกง,ปราจีนบุรี,กบินทร์บุรี,6,16,ลุ่มน้ำบางปะกง,718,ปราจีนบุรี,0.0,8.789999961853027,8.79,8.29,8.79,0.0,543.9000244140625
KGT.30,Kgt.30,389,สะพานหน้าสถานีดับเพลิงจังหวัด,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,6,16,ลุ่มน้ำบางปะกง,689,แม่น้ำบางปะกง,0.0,1.7000000476837158,1.7,1.2,1.7,0.0,
KGT.33,Kgt.33,390,บ้านหนองแหน,ปราจีนบุรี,นาดี,6,16,ลุ่มน้ำบางปะกง,1151,แควน้ำใส,3.4000000953674316,9.600000381469727,13.0,12.5,13.0,3.4000000953674316,277.0
KGT.34,Kgt.34,366,บ้านชะอม,ปราจีนบุรี,นาดี,6,16,ลุ่มน้ำบางปะกง,685,แควหนุมาน,3.559999942779541,7.559999942779541,11.12,10.62,11.12,3.559999942779541,423.6000061035156
KGT.38,Kgt.38,367,บ้านภูเงิน,สระแก้ว,เขาฉกรรจ์,6,16,ลุ่มน้ำบางปะกง,1103, คลองพระเพลิงใหญ่,0.0,7.679999828338623,7.68,7.18,7.68,0.0,270.20001220703125
KGT.40,Kgt.40,368,บ้านวังเจริญ,สระแก้ว,วังสมบูรณ์,6,16,ลุ่มน้ำบางปะกง,1104, คลองพระสทึง,77.0,9.109999656677246,86.11,85.61,86.11,77.0,655.4000244140625
KGT.42,Kgt.42,391,บ้านท่าระพา,สระแก้ว,เมืองสระแก้ว,6,16,ลุ่มน้ำบางปะกง,1104, คลองพระสทึง,14.5,11.3100004196167,25.81,25.31,25.81,14.5,513.7999877929688
KGT.43A,Kgt.43A,392,บ้านนาแขม,ปราจีนบุรี,กบินทร์บุรี,6,16,ลุ่มน้ำบางปะกง,685,แควหนุมาน,2.069999933242798,10.149999618530273,12.22,11.72,12.22,2.069999933242798,542.7999877929688
KGT.47,Kgt.47,369,บ้านด่านชัยพัฒนา,สระแก้ว,วังน้ำเย็น,6,16,ลุ่มน้ำบางปะกง,1104, คลองพระสทึง,52.0,11.770000457763672,63.77,63.27,63.77,52.0,463.8999938964844
KGT.51,Kgt.51,395,บ้านประจันตคาม,ปราจีนบุรี,ประจันตคาม,6,16,ลุ่มน้ำบางปะกง,1105, คลองประจันตคาม,0.0,12.579999923706055,12.58,12.08,12.58,0.0,
KGT.6,Kgt.6,383,บ้านทาม,ปราจีนบุรี,ศรีมหาโพธิ,6,16,ลุ่มน้ำบางปะกง,718,ปราจีนบุรี,0.0,6.610000133514404,6.61,6.11,6.61,0.0,
KGT.9,Kgt.9,384,บ้านเขาฉกรรจ์,สระแก้ว,เขาฉกรรจ์,6,16,ลุ่มน้ำบางปะกง,683,คลองพระสทึง,39.56999969482422,10.0,49.57,49.07,49.57,39.56999969482422,522.0
NY.1B,Ny.1B,380,บ้านเขานางบวช,นครนายก,เมืองนครนายก,6,16,ลุ่มน้ำบางปะกง,686,แม่น้ำนครนายก,0.0,8.8100004196167,8.81,8.31,8.81,0.0,266.8999938964844
NY.3,Ny.3,410,บ้านป่าขะ,นครนายก,บ้านนา,6,16,ลุ่มน้ำบางปะกง,687,คลองบ้านนา,5.099999904632568,6.260000228881836,11.36,10.86,11.36,5.099999904632568,71.80000305175781
NY.6,Ny.6,381,บ้านชะอม,สระบุรี,แก่งคอย,6,16,ลุ่มน้ำบางปะกง,1106, คลองบ้านนา,28.850000381469727,3.759999990463257,32.61,32.11,32.61,28.850000381469727,116.69999694824219
NY.7,Ny.7,412,สะพานหน้าจวนผู้ว่าฯ,นครนายก,เมืองนครนายก,6,16,ลุ่มน้ำบางปะกง,686,แม่น้ำนครนายก,1.6399999856948853,6.559999942779541,8.2,7.7,8.2,1.6399999856948853,
P.1,P.1,33,สะพานนวรัฐ,เชียงใหม่,เมืองเชียงใหม่,1,6,ลุ่มน้ำปิง,404,P.67 - P.1,300.5,3.700000047683716,304.2,303.7,304.2,300.5,425.0
P.103,P.103,6,สะพานวงแหวนรอบ 3,เชียงใหม่,เมืองเชียงใหม่,1,6,ลุ่มน้ำปิง,403,P.75 - P.103,300.8900146484375,6.800000190734863,307.69,307.19,307.69,300.8900146484375,475.79998779296875
P.12C,P.12C,136,บ้านย่านรี,ตาก,สามเงา,2,6,ลุ่มน้ำปิง,795,P.12C-P.2A-P.7A-P.15-P.16 (แม่น้ำปิง),129.0,5.440000057220459,134.44,133.94,134.44,129.0,1660.0
P.15,P.15,79,หน้าวัดศรีภิรมย์,กำแพงเพชร,คลองขลุง,2,6,ลุ่มน้ำปิง,795,P.12C-P.2A-P.7A-P.15-P.16 (แม่น้ำปิง),51.54999923706055,6.099999904632568,57.65,57.15,57.65,51.54999923706055,2850.0
P.16,P.16,137,บ้านแสนตอ,กำแพงเพชร,ขาณุวรลักษบุรี,2,6,ลุ่มน้ำปิง,795,P.12C-P.2A-P.7A-P.15-P.16 (แม่น้ำปิง),39.779998779296875,6.670000076293945,46.45,45.95,46.45,39.779998779296875,2862.0
P.20,P.20,37,บ้านเชียงดาว,เชียงใหม่,เชียงดาว,1,6,ลุ่มน้ำปิง,1098,น้ำปิง 1,379.8999938964844,2.799999952316284,382.7,382.2,382.7,379.8999938964844,276.0
P.21,P.21,38,บ้านริมใต้,เชียงใหม่,แม่ริม,1,6,ลุ่มน้ำปิง,1098,น้ำปิง 1,319.70001220703125,3.799999952316284,323.5,323.0,323.5,319.70001220703125,50.650001525878906
P.26B,P.26B,80,คลองสวนหมาก,กำแพงเพชร,คลองลาน,2,6,ลุ่มน้ำปิง,765,P.50A-P.47-P.26B-P.78 (ลำน้ำสาขา),84.11000061035156,5.0,89.11,88.61,89.11,84.11000061035156,336.0
P.2A,P.2A,134,บ้านท่าแค,ตาก,เมืองตาก,2,6,ลุ่มน้ำปิง,795,P.12C-P.2A-P.7A-P.15-P.16 (แม่น้ำปิง),104.0,5.78000020980835,109.78,109.28,109.78,104.0,2600.0
P.47A,P.47A,81,บ้านโป่งน้ำร้อน,กำแพงเพชร,คลองลาน,2,6,ลุ่มน้ำปิง,765,P.50A-P.47-P.26B-P.78 (ลำน้ำสาขา),118.19999694824219,4.869999885559082,123.07,122.57,123.07,118.19999694824219,
P.4A,P.4A,34,บ้านแม่แตง,เชียงใหม่,แม่แตง,1,6,ลุ่มน้ำปิง,1098,น้ำปิง 1,334.0,3.799999952316284,337.8,337.3,337.8,334.0,374.0
P.5,P.5,35,สะพานท่านาง,ลำพูน,เมืองลำพูน,1,6,ลุ่มน้ำปิง,372,P.81 - P.5,288.5,5.0,293.5,293.0,293.5,288.5,116.5
P.50A,P.50A,138,คลองวังเจ้า,กำแพงเพชร,โกสัมพีนคร,2,6,ลุ่มน้ำปิง,765,P.50A-P.47-P.26B-P.78 (ลำน้ำสาขา),104.36000061035156,3.700000047683716,108.06,107.56,108.06,104.36000061035156,122.0
P.67,P.67,40,บ้านแม่แต,เชียงใหม่,สันทราย,1,6,ลุ่มน้ำปิง,404,P.67 - P.1,315.92999267578125,3.0,318.93,318.43,318.93,315.92999267578125,380.20001220703125
P.71A,P.71A,41,บ้านกลาง,เชียงใหม่,สันป่าตอง,1,6,ลุ่มน้ำปิง,1173,P.71A,283.2900085449219,5.0,288.29,287.79,288.29,283.2900085449219,129.67999267578125
P.75,P.75,44,บ้านช่อแล,เชียงใหม่,แม่แตง,1,6,ลุ่มน้ำปิง,403,P.75 - P.103,337.6000061035156,3.700000047683716,341.3,340.8,341.3,337.6000061035156,210.0
P.76,P.76,45,บ้านแม่อีไฮ,ลำพูน,ลี้,1,6,ลุ่มน้ำปิง,371,P.76 - P.85,363.6199951171875,5.400000095367432,369.02,368.52,369.02,363.6199951171875,252.0
P.77,P.77,46,บ้านสบแม่สะป๊วด,ลำพูน,แม่ทา,1,6,ลุ่มน้ำปิง,370,P.77 - P.87,364.95001220703125,4.0,368.95,368.45,368.95,364.95001220703125,111.62999725341797
P.78,P.78,84,บ้านสามเรือน,กำแพงเพชร,คลองขลุง,2,6,ลุ่มน้ำปิง,765,P.50A-P.47-P.26B-P.78 (ลำน้ำสาขา),65.18000030517578,6.289999961853027,71.47,70.97,71.47,65.18000030517578,236.0
P.7A,P.7A,135,ต.ในเมือง,กำแพงเพชร,เมืองกำแพงเพชร,2,6,ลุ่มน้ำปิง,795,P.12C-P.2A-P.7A-P.15-P.16 (แม่น้ำปิง),71.7300033569336,5.340000152587891,77.07,76.57,77.07,71.7300033569336,3000.0
P.81,P.81,49,บ้านโป่ง,เชียงใหม่,สันกำแพง,1,6,ลุ่มน้ำปิง,372,P.81 - P.5,289.9200134277344,5.800000190734863,295.72,295.22,295.72,289.9200134277344,102.12000274658203
P.82,P.82,50,บ้านสบวิน,เชียงใหม่,แม่วาง,1,6,ลุ่มน้ำปิง,369,P.82 - P.84,400.20001220703125,3.799999952316284,404.0,403.5,404.0,400.20001220703125,142.3000030517578
P.84,P.84,51,บ้านพันตน,เชียงใหม่,แม่วาง,1,6,ลุ่มน้ำปิง,369,P.82 - P.84,303.239990234375,4.0,307.24,306.74,307.24,303.239990234375,85.0
P.85,P.85,52,บ้านหล่ายแก้ว,ลำพูน,บ้านโฮ่ง,1,6,ลุ่มน้ำปิง,371,P.76 - P.85,290.3699951171875,3.5,293.87,293.37,293.87,290.3699951171875,297.70001220703125
P.87,P.87,54,บ้านป่าซาง,ลำพูน,ป่าซาง,1,6,ลุ่มน้ำปิง,370,P.77 - P.87,288.95001220703125,4.099999904632568,293.05,292.55,293.05,288.95001220703125,104.37999725341797
P.92,P.92,56,บ้านเมืองกึ๊ด,เชียงใหม่,แม่แตง,1,6,ลุ่มน้ำปิง,1098,น้ำปิง 1,440.6400146484375,3.5,444.14,443.64,444.14,440.6400146484375,331.25
S.14,S.14,352,บ้านท่ารวก,ลพบุรี,ชัยบาดาล,5,12,ลุ่มน้ำป่าสัก,572,1.ป่าสัก (เหนือเขื่อนป่าสักชลสิทธิ์)),,62.0,62.0,61.5,62.0,,204.0
S.26,S.26,353,ท้ายเขื่อนพระรามหก,พระนครศรีอยุธยา,ท่าเรือ,5,12,ลุ่มน้ำป่าสัก,704,3.ป่าสักตอนล่าง (ท้ายเขื่อนพระรามหก),,7.199999809265137,,,,,633.0
S.28,S.28,354,ท้ายเขื่อนป่าสักชลสิทธิ์,ลพบุรี,พัฒนานิคม,5,12,ลุ่มน้ำป่าสัก,1084,2.ป่าสักตอนล่าง (ท้ายเขื่อนป่าสักชลสิทธิ์),,31.459999084472656,31.46,30.96,31.46,,1184.0
S.3,S.3,556,ต.ตาลเดี่ยว,เพชรบูรณ์,หล่มสัก,2,12,ลุ่มน้ำป่าสัก,569,S.33-S.53-S.3-S.4B-S.42 (แม่น้ำป่าสัก ตอนบน),136.6300048828125,8.300000190734863,144.93,144.43,144.93,136.6300048828125,77.44999694824219
S.32,S.32,313,สถานีแพดับเพลิง,สระบุรี,เมืองสระบุรี,5,12,ลุ่มน้ำป่าสัก,1084,2.ป่าสักตอนล่าง (ท้ายเขื่อนป่าสักชลสิทธิ์),,12.800000190734863,12.8,12.3,12.8,,844.0
S.33,S.33,127,ต.ตาดกลอย,เพชรบูรณ์,หล่มเก่า,2,12,ลุ่มน้ำป่าสัก,569,S.33-S.53-S.3-S.4B-S.42 (แม่น้ำป่าสัก ตอนบน),190.08999633789062,8.84000015258789,198.93,198.43,198.93,190.08999633789062,415.0
S.42,S.42,130,บ้านบ่อวัง,เพชรบูรณ์,วิเชียรบุรี,2,12,ลุ่มน้ำป่าสัก,569,S.33-S.53-S.3-S.4B-S.42 (แม่น้ำป่าสัก ตอนบน),51.790000915527344,11.0,62.79,62.29,62.79,51.790000915527344,250.0
S.43,S.43,357,บ้านพูลทรัพย์,ลพบุรี,ชัยบาดาล,5,12,ลุ่มน้ำป่าสัก,572,1.ป่าสัก (เหนือเขื่อนป่าสักชลสิทธิ์)),,51.900001525878906,51.9,51.4,51.9,,926.0
S.4B,S.4B,156,ต.ในเมือง,เพชรบูรณ์,เมืองเพชรบูรณ์,2,12,ลุ่มน้ำป่าสัก,569,S.33-S.53-S.3-S.4B-S.42 (แม่น้ำป่าสัก ตอนบน),106.5,9.199999809265137,115.7,115.2,115.7,106.5,190.0
S.5,S.5,349,สะพานปรีดี-ธำรง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,5,12,ลุ่มน้ำป่าสัก,704,3.ป่าสักตอนล่าง (ท้ายเขื่อนพระรามหก),,4.699999809265137,,,,,1400.0
S.51,S.51,660,ต.นาเฉลียง,เพชรบูรณ์,หนองไผ่,2,12,ลุ่มน้ำป่าสัก,1069,แม่น้ำป่าสัก,56.0,9.180000305175781,65.18,64.68,65.18,56.0,
S.52,S.52,661,บ้านท่าไม้ทอง,เพชรบูรณ์,ศรีเทพ,2,12,ลุ่มน้ำป่าสัก,1069,แม่น้ำป่าสัก,44.5,11.600000381469727,56.1,55.6,56.1,44.5,
S.53,S.53,605,สะพานบ้านวังร่อง,เพชรบูรณ์,หล่มสัก,2,12,ลุ่มน้ำป่าสัก,569,S.33-S.53-S.3-S.4B-S.42 (แม่น้ำป่าสัก ตอนบน),149.5800018310547,7.420000076293945,157.0,156.5,157.0,149.5800018310547,440.0
S.9,S.9,351,บ้านป่า,สระบุรี,แก่งคอย,5,12,ลุ่มน้ำป่าสัก,1084,2.ป่าสักตอนล่าง (ท้ายเขื่อนป่าสักชลสิทธิ์),,19.950000762939453,19.95,19.45,19.95,,1219.0
X.139A,X.139A,515,บ้านปะเหลียนใน,ตรัง,ปะเหลียน,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1181,คลองปะเหลียน (ตอนบน) จ.ตรัง,,24.200000762939453,24.2,23.7,24.2,,138.0
X.150,X.150,516,บ้านวังพระเคียน,สตูล,ละงู,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1221,คลองละงู จ.สตูล,,12.800000190734863,12.8,12.3,12.8,,265.0
X.186,X.186,520,บ้านตลาดเก่า,พังงา,ตะกั่วป่า,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1174,คลองตะกั่วป่า จ.พังงา,,4.400000095367432,,,,,
X.187,X.187,487,บ้านหินดาน,พังงา,ตะกั่วป่า,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1174,คลองตะกั่วป่า จ.พังงา,,8.25,,,,,630.0
X.190A,X.190A,522,บ้านเก็ตโฮ่,ภูเก็ต,กะทู้,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1177,คลองบางใหญ่ (ตอนบน) จ.ภูเก็ต,,17.1299991607666,17.13,16.63,17.13,,61.04999923706055
X.191,X.191,488,โรงเรียนสตรีภูเก็ต,ภูเก็ต,เมืองภูเก็ต,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1178,คลองบางใหญ่ (ตอนล่าง) จ.ภูเก็ต,,4.599999904632568,,,,,63.400001525878906
X.207,X.207,650,บ้านน้ำจืด,ระนอง,กระบุรี,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1220,คลองบางน้ำจืด จ.ระนอง,,4.099999904632568,,,,,32.79999923706055
X.207A,X.207A,653,บ้านน้ำจืด,ระนอง,กระบุรี,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1220,คลองบางน้ำจืด จ.ระนอง,,3.0999999046325684,,,,,
X.209,X.209,600,คลองหาดส้มแป้น,ระนอง,เมืองระนอง,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1041,คลองหาดส้มแป้น จ.ระนอง,,9.899999618530273,,,,,94.80000305175781
X.228,X.228,495,บ้านกลาง,ตรัง,เมืองตรัง,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1223,แม่น้ำตรัง (ตอนล่าง) จ.ตรัง,,8.399999618530273,,,,,505.0
X.231A,X.231A,496,ชุมชนประชาบำรุง,สตูล,ละงู,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1221,คลองละงู จ.สตูล,,3.0,,,,,
X.233,X.233,585,บ้านไสหาร,ตรัง,ห้วยยอด,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1271,"แม่น้ำตรัง (ตอนบน) จ,ตรัง",,21.700000762939453,21.7,21.2,21.7,,243.0
X.234,X.234,497,บ้านป่าหมาก,ตรัง,เมืองตรัง,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1223,แม่น้ำตรัง (ตอนล่าง) จ.ตรัง,,6.400000095367432,,,,,425.0
X.236,X.236,527,บ้านย่านตาขาว,ตรัง,ย่านตาขาว,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1182,คลองปะเหลียน (ตอนล่าง) จ.ตรัง,,5.099999904632568,,,,,224.5
X.239,X.239,528,บ้านฉลุงเหนือ,สตูล,เมืองสตูล,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1187,คลองดุสน (ตอนล่าง) จ.สตูล,,16.200000762939453,16.2,15.7,16.2,,87.0
X.279,X.279,530,บ้านปันจอร์,สตูล,ควนโดน,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1186,คลองดุสน (ตอนบน) จ.สตูล,,23.200000762939453,23.2,22.7,23.2,,84.0
X.280,X.280,601,ซอยทรายทอง,สตูล,เมืองสตูล,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1187,คลองดุสน (ตอนล่าง) จ.สตูล,,3.0,,,,,
X.281,X.281,544,บ้านดุสน,สตูล,ควนโดน,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1186,คลองดุสน (ตอนบน) จ.สตูล,,29.190000534057617,29.19,28.69,29.19,,
X.294,X.294,672,บ้านสองแพรก ,ระนอง,กระบุรี,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1082,คลองญวน จ.ระนอง,,14.100000381469727,14.1,13.6,14.1,,
X.297,X.297,702,คลองท่าหลวง,นครศรีธรรมราช,ทุ่งสง,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1271,"แม่น้ำตรัง (ตอนบน) จ,ตรัง",,31.760000228881836,31.76,31.26,31.76,,
X.47,X.47,470,บ้านท่าจีน,ตรัง,เมืองตรัง,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1223,แม่น้ำตรัง (ตอนล่าง) จ.ตรัง,,5.300000190734863,,,,,
X.56,X.56,472,บ้านท่าประดู่,ตรัง,ห้วยยอด,8,25,ลุ่มน้ำภาคใต้ฝั่งตะวันตก,1271,"แม่น้ำตรัง (ตอนบน) จ,ตรัง",,15.699999809265137,15.7,15.2,15.7,,445.0
X.105,X.105,697,บ้านไม้เสียบ,นครศรีธรรมราช,ชะอวด,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1260,คลองชะอวด จ.นครศรีธรรมราช,,14.199999809265137,14.2,13.7,14.2,,
X.158,X.158,483,บ้านวังครก,ชุมพร,ท่าแซะ,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,615,คลองท่าตะเภา จ.ชุมพร,,11.5,11.5,11.0,11.5,,703.5
X.167,X.167,484,บ้านเสาธง,นครศรีธรรมราช,ร่อนพิบูลย์,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1083,คลองเสาธง จ.นครศรีธรรมราช,,11.800000190734863,11.8,11.3,11.8,,120.0
X.176,X.176,656,บ้านหาดทรายแก้ว ,นครศรีธรรมราช,ฉวาง,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1261,แม่น้ำตาปี (ตอนบน) จ.สุราษฎร์ธานี,,27.0,27.0,26.5,27.0,,209.0
X.180,X.180,518,สะพานเทศบาล 2,ชุมพร,เมืองชุมพร,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,615,คลองท่าตะเภา จ.ชุมพร,,3.3399999141693115,,,,,
X.195,X.195,523,บ้านต้นโพธิ์,นครศรีธรรมราช,ฉวาง,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1261,แม่น้ำตาปี (ตอนบน) จ.สุราษฎร์ธานี,,38.0,38.0,37.5,38.0,,
X.200,X.200,491,บ้านวังไทร,นครศรีธรรมราช,ลานสกา,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1201,คลองท่าดี (ตอนบน) จ.นครศรีธรรมราช,,35.20000076293945,35.2,34.7,35.2,,245.0
X.201A,X.201A,492,บ้านท่าไม้ลาย,ชุมพร,เมืองชุมพร,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1200,คลองชุมพร (ตอนบน) จ.ชุมพร,,42.5,42.5,42.0,42.5,,316.0
X.203,X.203,493,บ้านนาป่า,นครศรีธรรมราช,เมืองนครศรีธรรมราช,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1202,คลองท่าดี (ตอนล่าง) จ.นครศรีธรรมราช,,10.5,10.5,10.0,10.5,,39.54999923706055
X.212,X.212,524,ถนนลูกเสือ,ชุมพร,หลังสวน,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1204,คลองหลังสวน (ตอนล่าง) จ.ชุมพร,,6.420000076293945,,,,,1136.0999755859375
X.213,X.213,525,บ้านพะโต๊ะ,ชุมพร,พะโต๊ะ,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1203,คลองหลังสวน (ตอนบน) จ.ชุมพร,,46.79999923706055,46.8,46.3,46.8,,673.7000122070312
X.217,X.217,526,บ้านเคียนซา,สุราษฎร์ธานี,เคียนซา,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1225,แม่น้ำตาปี (ตอนล่าง) จ.สุราษฎร์ธานี,,6.099999904632568,,,,,1400.0
X.243,X.243,498,บ้านควนกลาง (1),นครศรีธรรมราช,พิปูน,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1261,แม่น้ำตาปี (ตอนบน) จ.สุราษฎร์ธานี,,43.58000183105469,43.58,43.08,43.58,,223.4499969482422
X.248,X.248,577,บ้านหาดใน ,ชุมพร,ท่าแซะ,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1115,คลองรับร่อ จ.ชุมพร,,23.889999389648438,23.89,23.39,23.89,,
X.285,X.285,589,สนามหน้าเมือง ,นครศรีธรรมราช,เมืองนครศรีธรรมราช,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1202,คลองท่าดี (ตอนล่าง) จ.นครศรีธรรมราช,,2.5,,,,,
X.289,X.289,615,วัดถลุงทอง,นครศรีธรรมราช,ร่อนพิบูลย์,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1083,คลองเสาธง จ.นครศรีธรรมราช,,19.5,19.5,19.0,19.5,,157.5
X.293,X.293,670,บ้านนา ,ชุมพร,เมืองชุมพร,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1198,คลองชุมพร (ตอนล่าง) จ.ชุมพร,,13.399999618530273,13.4,12.9,13.4,,
X.36,X.36,468,บ้านท่าขนอน,สุราษฎร์ธานี,คีรีรัฐนิคม,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1216,คลองพุมดวง จ.สุราษฎร์ธานี,,11.0,11.0,10.5,11.0,,1225.0
X.37A,X.37A,509,บ้านย่านดินแดง,สุราษฎร์ธานี,พระแสง,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1225,แม่น้ำตาปี (ตอนล่าง) จ.สุราษฎร์ธานี,,11.350000381469727,11.35,10.85,11.35,,508.75
X.46,X.46,676,บ้านท่าข้าม,ชุมพร,ท่าแซะ,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1115,คลองรับร่อ จ.ชุมพร,,15.260000228881836,15.26,14.76,15.26,,630.5
X.53A,X.53A,512,บ้านวังไผ่,ชุมพร,เมืองชุมพร,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1198,คลองชุมพร (ตอนล่าง) จ.ชุมพร,,8.699999809265137,,,,,199.5
X.55,X.55,471,บ้านท่าใหญ่,นครศรีธรรมราช,ลานสกา,8,21,ลุ่มน้ำภาคใต้ฝั่งตะวันออกตอนบน,1201,คลองท่าดี (ตอนบน) จ.นครศรีธรรมราช,,23.350000381469727,23.35,22.85,23.35,,
